month_year,Year,Month,education_attainment,civilian_labor_level,employment_level,employment_population_ratio,labor_force_participation_rate,unemployment_level,unemployment_rate,roc_unemployment_level,roc_unemployment_rate
2020-03,2020,March,Less than High School Diploma,9251,33437,42.4,45.6,651,7,57,1.1
2021-03,2021,March,Less than High School Diploma,8904,31867,40.6,44.3,745,8.4,94,1.4
2022-03,2022,March,Less than High School Diploma,9099,35303,43.2,45.6,482,5.3,-263,-3.1
2023-03,2023,March,Less than High School Diploma,9203,34246,44.3,46.6,441,4.8,-41,-0.5
1993-04,1993,April,Less than High School Diploma,12598,35176,35.5,39.8,1377,10.9,936,6.1
1994-04,1994,April,Less than High School Diploma,12210,34813,35.5,39.5,1233,10.1,-144,-0.8
1995-04,1995,April,Less than High School Diploma,12126,35019,36.2,39.7,1072,8.8,-161,-1.3
1996-04,1996,April,Less than High School Diploma,12417,35224,36.8,40.5,1136,9.1,64,0.3
1997-04,1997,April,Less than High School Diploma,12572,36050,38.3,41.8,1051,8.4,-85,-0.7
1998-04,1998,April,Less than High School Diploma,12693,35862,39.7,42.8,920,7.2,-131,-1.2
1999-04,1999,April,Less than High School Diploma,11810,36133,39.3,42.2,815,6.9,-105,-0.3
2000-04,2000,April,Less than High School Diploma,12220,36935,39.8,42.5,760,6.2,-55,-0.7
2001-04,2001,April,Less than High School Diploma,12675,36390,40.5,43.5,861,6.8,101,0.6
2002-04,2002,April,Less than High School Diploma,12923,35448,40.4,44.5,1179,9.1,318,2.3
2003-04,2003,April,Less than High School Diploma,12810,35788,41,44.8,1091,8.5,-88,-0.6
2004-04,2004,April,Less than High School Diploma,12076,35690,40.6,44.4,1035,8.6,-56,0.1
2005-04,2005,April,Less than High School Diploma,12504,36672,41,44.7,1031,8.2,-4,-0.4
2006-04,2006,April,Less than High School Diploma,12796,36702,42.5,45.7,883,6.9,-148,-1.3
2007-04,2007,April,Less than High School Diploma,12644,36901,42.8,46,896,7.1,13,0.2
2008-04,2008,April,Less than High School Diploma,12125,35957,42.1,45.6,934,7.7,38,0.6
2009-04,2009,April,Less than High School Diploma,12038,34781,38.9,45.7,1788,14.9,854,7.2
2010-04,2010,April,Less than High School Diploma,12072,34664,39.4,46.2,1776,14.7,-12,-0.2
2011-04,2011,April,Less than High School Diploma,11543,33791,38.7,45.4,1698,14.7,-78,0
2012-04,2012,April,Less than High School Diploma,11292,33873,39.3,44.9,1409,12.5,-289,-2.2
2013-04,2013,April,Less than High School Diploma,10859,33518,39.1,44.2,1259,11.6,-150,-0.9
2014-04,2014,April,Less than High School Diploma,10716,33780,40.1,43.9,934,8.7,-325,-2.9
2015-04,2015,April,Less than High School Diploma,11322,33585,41.8,45.7,956,8.4,22,-0.3
2016-04,2016,April,Less than High School Diploma,10941,33647,43.3,46.8,828,7.6,-128,-0.8
2017-04,2017,April,Less than High School Diploma,10174,34529,42.3,45.3,663,6.5,-165,-1.1
2018-04,2018,April,Less than High School Diploma,10332,33971,43.4,46.2,607,5.9,-56,-0.6
2019-04,2019,April,Less than High School Diploma,9974,34603,42.8,45.2,530,5.3,-77,-0.6
2020-04,2020,April,Less than High School Diploma,8581,27444,33.7,42.7,1819,21.2,1289,15.9
2021-04,2021,April,Less than High School Diploma,8932,32308,39.7,43.8,837,9.4,-982,-11.8
2022-04,2022,April,Less than High School Diploma,9192,34996,42,44.4,494,5.4,-343,-4
2023-04,2023,April,Less than High School Diploma,9082,34345,43.8,46.3,487,5.4,-7,0
1993-05,1993,May,Less than High School Diploma,12535,35343,35.6,39.9,1357,10.8,870,5.4
1994-05,1994,May,Less than High School Diploma,12173,35202,35.7,39.3,1136,9.3,-221,-1.5
1995-05,1995,May,Less than High School Diploma,12018,34978,35.8,39.3,1050,8.7,-86,-0.6
1996-05,1996,May,Less than High School Diploma,12466,35138,36.9,40.9,1214,9.7,164,1
1997-05,1997,May,Less than High School Diploma,12658,36036,38.4,41.9,1072,8.5,-142,-1.2
1998-05,1998,May,Less than High School Diploma,12746,36047,39.6,42.6,888,7,-184,-1.5
1999-05,1999,May,Less than High School Diploma,11862,36050,39.1,41.9,803,6.8,-85,-0.2
2000-05,2000,May,Less than High School Diploma,12186,36508,39.3,42.3,845,6.9,42,0.1
2001-05,2001,May,Less than High School Diploma,12580,36288,40.2,43.1,828,6.6,-17,-0.3
2002-05,2002,May,Less than High School Diploma,12766,35538,40.4,44.1,1064,8.3,236,1.7
2003-05,2003,May,Less than High School Diploma,12697,35733,40.7,44.7,1145,9,81,0.7
2004-05,2004,May,Less than High School Diploma,12227,35895,40.7,44.6,1073,8.8,-72,-0.2
2005-05,2005,May,Less than High School Diploma,12771,36522,41.7,45.2,993,7.8,-80,-1
2006-05,2006,May,Less than High School Diploma,12904,36693,42.5,45.7,898,7,-95,-0.8
2007-05,2007,May,Less than High School Diploma,12388,36313,42.7,45.7,818,6.6,-80,-0.4
2008-05,2008,May,Less than High School Diploma,12137,36201,41.7,45.4,987,8.1,169,1.5
2009-05,2009,May,Less than High School Diploma,12193,34644,38.9,45.9,1852,15.2,865,7.1
2010-05,2010,May,Less than High School Diploma,12109,34189,39.1,45.7,1770,14.6,-82,-0.6
2011-05,2011,May,Less than High School Diploma,11417,33942,38.5,45,1656,14.5,-114,-0.1
2012-05,2012,May,Less than High School Diploma,11378,33899,38.9,44.7,1470,12.9,-186,-1.6
2013-05,2013,May,Less than High School Diploma,11164,33689,39.8,44.7,1226,11,-244,-1.9
2014-05,2014,May,Less than High School Diploma,10803,33829,40,44,991,9.2,-235,-1.8
2015-05,2015,May,Less than High School Diploma,11164,33303,40.8,44.6,970,8.7,-21,-0.5
2016-05,2016,May,Less than High School Diploma,10562,33820,41.6,44.9,779,7.4,-191,-1.3
2017-05,2017,May,Less than High School Diploma,10436,34393,42.9,45.7,638,6.1,-141,-1.3
2018-05,2018,May,Less than High School Diploma,10289,34437,43,45.4,539,5.2,-99,-0.9
2019-05,2019,May,Less than High School Diploma,9911,34528,42.3,44.6,504,5.1,-35,-0.1
2020-05,2020,May,Less than High School Diploma,8217,28599,33.7,41.9,1614,19.6,1110,14.5
2021-05,2021,May,Less than High School Diploma,8677,32534,38.5,42.3,780,9,-834,-10.6
2022-05,2022,May,Less than High School Diploma,9166,34684,41.6,43.9,475,5.2,-305,-3.8
2023-05,2023,May,Less than High School Diploma,9140,34611,43.1,45.7,519,5.7,44,0.5
1993-06,1993,June,Less than High School Diploma,12557,35432,35.5,40,1402,11.2,883,5.5
1994-06,1994,June,Less than High School Diploma,12183,35182,35.5,39.3,1183,9.7,-219,-1.5
1995-06,1995,June,Less than High School Diploma,11885,35085,35.6,39,1038,8.7,-145,-1
1996-06,1996,June,Less than High School Diploma,12360,35099,37,40.5,1068,8.6,30,-0.1
1997-06,1997,June,Less than High School Diploma,12550,36293,38.5,41.9,1029,8.2,-39,-0.4
1998-06,1998,June,Less than High School Diploma,12802,35790,39.5,42.6,923,7.2,-106,-1
1999-06,1999,June,Less than High School Diploma,12066,36062,39.4,42.3,826,6.8,-97,-0.4
2000-06,2000,June,Less than High School Diploma,12432,36395,40.2,42.9,785,6.3,-41,-0.5
2001-06,2001,June,Less than High School Diploma,12604,36162,39.9,42.9,870,6.9,85,0.6
2002-06,2002,June,Less than High School Diploma,12795,35549,40.7,44.1,992,7.8,122,0.9
2003-06,2003,June,Less than High School Diploma,12497,35767,40.6,44.8,1169,9.4,177,1.6
2004-06,2004,June,Less than High School Diploma,12287,36091,40.8,44.7,1072,8.7,-97,-0.7
2005-06,2005,June,Less than High School Diploma,12850,36348,42.3,45.4,885,6.9,-187,-1.8
2006-06,2006,June,Less than High School Diploma,12816,37146,42.7,46,905,7.1,20,0.2
2007-06,2007,June,Less than High School Diploma,11971,36707,41.8,44.8,800,6.7,-105,-0.4
2008-06,2008,June,Less than High School Diploma,12117,36070,41.6,45.6,1060,8.7,260,2
2009-06,2009,June,Less than High School Diploma,12309,34680,38.9,46.1,1918,15.6,858,6.9
2010-06,2010,June,Less than High School Diploma,12091,33922,39,45.4,1714,14.2,-204,-1.4
2011-06,2011,June,Less than High School Diploma,11447,33768,38.7,45.2,1644,14.4,-70,0.2
2012-06,2012,June,Less than High School Diploma,11429,33810,39.4,45.1,1443,12.6,-201,-1.8
2013-06,2013,June,Less than High School Diploma,11254,33675,40.1,44.9,1203,10.7,-240,-1.9
2014-06,2014,June,Less than High School Diploma,10537,34174,39.7,43.7,972,9.2,-231,-1.5
2015-06,2015,June,Less than High School Diploma,11100,33243,41.1,44.7,907,8.2,-65,-1
2016-06,2016,June,Less than High School Diploma,10544,33540,41.9,45.3,805,7.6,-102,-0.6
2017-06,2017,June,Less than High School Diploma,10290,34296,42.3,45.3,671,6.5,-134,-1.1
2018-06,2018,June,Less than High School Diploma,10459,34652,43.2,45.7,576,5.5,-95,-1
2019-06,2019,June,Less than High School Diploma,9987,34792,42.9,45.2,524,5.2,-52,-0.3
2020-06,2020,June,Less than High School Diploma,8340,29543,35.8,42.9,1373,16.5,849,11.3
2021-06,2021,June,Less than High School Diploma,9088,32519,39.3,43.8,934,10.3,-439,-6.2
2022-06,2022,June,Less than High School Diploma,9190,34589,42.1,44.6,524,5.7,-410,-4.6
2023-06,2023,June,Less than High School Diploma,9184,34638,43.8,46.6,552,6,28,0.3
1993-07,1993,July,Less than High School Diploma,12759,35542,36.6,40.8,1329,10.4,777,4.4
1994-07,1994,July,Less than High School Diploma,12217,35106,36.4,40.4,1198,9.8,-131,-0.6
1995-07,1995,July,Less than High School Diploma,11817,34902,36.4,40.1,1066,9,-132,-0.8
1996-07,1996,July,Less than High School Diploma,12394,35321,38.1,41.8,1090,8.8,24,-0.2
1997-07,1997,July,Less than High School Diploma,12589,36591,39.7,43,972,7.7,-118,-1.1
1998-07,1998,July,Less than High School Diploma,12551,35908,40.1,43.2,906,7.2,-66,-0.5
1999-07,1999,July,Less than High School Diploma,12019,35824,39.9,42.9,829,6.9,-77,-0.3
2000-07,2000,July,Less than High School Diploma,12702,36302,41.5,44.4,816,6.4,-13,-0.5
2001-07,2001,July,Less than High School Diploma,12725,35995,41.6,44.6,865,6.8,49,0.4
2002-07,2002,July,Less than High School Diploma,12469,35890,40.7,44.6,1075,8.6,210,1.8
2003-07,2003,July,Less than High School Diploma,12533,35835,41.5,45.5,1102,8.8,27,0.2
2004-07,2004,July,Less than High School Diploma,12402,36457,42.2,45.9,1017,8.2,-85,-0.6
2005-07,2005,July,Less than High School Diploma,13183,36304,44,47.6,986,7.5,-31,-0.7
2006-07,2006,July,Less than High School Diploma,12797,36770,43.9,47.2,904,7.1,-82,-0.4
2007-07,2007,July,Less than High School Diploma,12090,36635,44.1,47.6,878,7.3,-26,0.2
2008-07,2008,July,Less than High School Diploma,12054,36622,43.2,47.3,1042,8.6,164,1.3
2009-07,2009,July,Less than High School Diploma,12284,34546,40.5,47.8,1884,15.3,842,6.7
2010-07,2010,July,Less than High School Diploma,11905,34053,40.4,46.8,1608,13.5,-276,-1.8
2011-07,2011,July,Less than High School Diploma,11694,33864,40.1,46.8,1693,14.5,85,1
2012-07,2012,July,Less than High School Diploma,11536,33708,40.8,46.5,1425,12.4,-268,-2.1
2013-07,2013,July,Less than High School Diploma,10985,34067,40.9,45.8,1181,10.8,-244,-1.6
2014-07,2014,July,Less than High School Diploma,10310,34131,40.6,44.8,976,9.5,-205,-1.3
2015-07,2015,July,Less than High School Diploma,10792,33239,42.2,46,900,8.3,-76,-1.2
2016-07,2016,July,Less than High School Diploma,10565,33803,43.6,46.6,687,6.5,-213,-1.8
2017-07,2017,July,Less than High School Diploma,10602,33966,44,47.4,752,7.1,65,0.6
2018-07,2018,July,Less than High School Diploma,10235,35056,44.7,47,508,5,-244,-2.1
2019-07,2019,July,Less than High School Diploma,9998,35175,44.9,47.2,487,4.9,-21,-0.1
2020-07,2020,July,Less than High School Diploma,8276,30438,38.3,45,1238,15,751,10.1
2021-07,2021,July,Less than High School Diploma,9227,32910,42.2,46.6,859,9.3,-379,-5.7
2022-07,2022,July,Less than High School Diploma,8919,34094,43.5,46.2,518,5.8,-341,-3.5
2023-07,2023,July,Less than High School Diploma,8926,34763,45.2,47.7,467,5.2,-51,-0.6
1993-08,1993,Augest,Less than High School Diploma,12548,35606,36.3,40.6,1323,10.5,856,5.3
1994-08,1994,Augest,Less than High School Diploma,12204,35150,35.9,39.8,1196,9.8,-127,-0.7
1995-08,1995,Augest,Less than High School Diploma,11768,34966,35.9,39.6,1114,9.5,-82,-0.3
1996-08,1996,Augest,Less than High School Diploma,12404,35360,38.1,41.7,1052,8.5,-62,-1
1997-08,1997,Augest,Less than High School Diploma,12488,36328,39.3,42.6,953,7.6,-99,-0.9
1998-08,1998,Augest,Less than High School Diploma,12388,35983,39.4,42.4,881,7.1,-72,-0.5
1999-08,1999,Augest,Less than High School Diploma,12277,35732,39.9,43,870,7.1,-11,0
2000-08,2000,Augest,Less than High School Diploma,12858,35865,41.5,44.2,794,6.2,-76,-0.9
2001-08,2001,Augest,Less than High School Diploma,12509,35914,40.9,44.1,906,7.2,112,1
2002-08,2002,Augest,Less than High School Diploma,12379,35907,40.8,44.5,1035,8.4,129,1.2
2003-08,2003,Augest,Less than High School Diploma,12598,35774,41.2,45.4,1172,9.3,137,0.9
2004-08,2004,Augest,Less than High School Diploma,12517,36135,41.8,45.5,1013,8.1,-159,-1.2
2005-08,2005,Augest,Less than High School Diploma,12836,36371,42.5,45.9,967,7.5,-46,-0.6
2006-08,2006,Augest,Less than High School Diploma,12803,36658,43.2,46.3,870,6.8,-97,-0.7
2007-08,2007,Augest,Less than High School Diploma,12002,36807,43.3,46.3,785,6.5,-85,-0.3
2008-08,2008,Augest,Less than High School Diploma,12133,36068,42.7,47.3,1172,9.7,387,3.2
2009-08,2009,Augest,Less than High School Diploma,12296,34386,39.9,47.2,1922,15.6,750,5.9
2010-08,2010,Augest,Less than High School Diploma,11810,34476,39.8,46.4,1665,14.1,-257,-1.5
2011-08,2011,Augest,Less than High School Diploma,11759,33634,40.5,47.1,1657,14.1,-8,0
2012-08,2012,Augest,Less than High School Diploma,11275,33416,40.4,45.8,1328,11.8,-329,-2.3
2013-08,2013,Augest,Less than High School Diploma,11029,33682,40.7,45.8,1228,11.1,-100,-0.7
2014-08,2014,Augest,Less than High School Diploma,10755,34016,41.2,45.4,986,9.2,-242,-1.9
2015-08,2015,Augest,Less than High School Diploma,10648,33530,41.6,45.2,839,7.9,-147,-1.3
2016-08,2016,Augest,Less than High School Diploma,10680,34109,42.5,45.9,791,7.4,-48,-0.5
2017-08,2017,Augest,Less than High School Diploma,10510,34145,43.1,45.9,646,6.1,-145,-1.3
2018-08,2018,Augest,Less than High School Diploma,10342,34806,43.9,46.5,581,5.6,-65,-0.5
2019-08,2019,Augest,Less than High School Diploma,10096,35141,44.9,47.4,541,5.4,-40,-0.2
2020-08,2020,Augest,Less than High School Diploma,8578,30916,39.6,45.3,1071,12.5,530,7.1
2021-08,2021,Augest,Less than High School Diploma,9221,33377,42.6,46.1,708,7.7,-363,-4.8
2022-08,2022,Augest,Less than High School Diploma,8654,34259,42.6,45.4,530,6.1,-178,-1.6
2023-08,2023,Augest,Less than High School Diploma,9239,34851,45,47.6,496,5.4,-34,-0.7
1993-09,1993,September,Less than High School Diploma,12390,35329,36,40.3,1326,10.7,830,5.3
1994-09,1994,September,Less than High School Diploma,12312,35197,36.4,40.3,1179,9.6,-147,-1.1
1995-09,1995,September,Less than High School Diploma,12066,35038,36.7,40.4,1101,9.1,-78,-0.5
1996-09,1996,September,Less than High School Diploma,12358,35627,38,41.3,1010,8.2,-91,-0.9
1997-09,1997,September,Less than High School Diploma,12489,36211,39.1,42.6,1004,8,-6,-0.2
1998-09,1998,September,Less than High School Diploma,12512,35953,39.8,42.7,867,6.9,-137,-1.1
1999-09,1999,September,Less than High School Diploma,12131,36013,39.5,42.4,836,6.9,-31,0
2000-09,2000,September,Less than High School Diploma,12849,36118,41.4,44.1,790,6.2,-46,-0.7
2001-09,2001,September,Less than High School Diploma,12472,35805,40.6,44,964,7.7,174,1.5
2002-09,2002,September,Less than High School Diploma,12369,36184,41.1,44.6,965,7.8,1,0.1
2003-09,2003,September,Less than High School Diploma,12532,35914,40.8,44.6,1073,8.6,108,0.8
2004-09,2004,September,Less than High School Diploma,12733,35876,41.4,45.3,1103,8.7,30,0.1
2005-09,2005,September,Less than High School Diploma,12774,36366,41.6,45.3,1046,8.2,-57,-0.5
2006-09,2006,September,Less than High School Diploma,12702,36815,42.8,45.8,815,6.4,-231,-1.8
2007-09,2007,September,Less than High School Diploma,12147,37123,42.7,46.2,918,7.6,103,1.2
2008-09,2008,September,Less than High School Diploma,12079,35963,42.2,46.7,1178,9.8,260,2.2
2009-09,2009,September,Less than High School Diploma,12206,33975,39.9,46.9,1814,14.9,636,5.1
2010-09,2010,September,Less than High School Diploma,11802,34328,39.3,46.6,1843,15.6,29,0.7
2011-09,2011,September,Less than High School Diploma,11821,33731,40.1,46.8,1690,14.3,-153,-1.3
2012-09,2012,September,Less than High School Diploma,11322,33370,40.2,45.6,1322,11.7,-368,-2.6
2013-09,2013,September,Less than High School Diploma,10982,33707,40.3,45,1153,10.5,-169,-1.2
2014-09,2014,September,Less than High School Diploma,10764,34068,41,44.8,911,8.5,-242,-2
2015-09,2015,September,Less than High School Diploma,10592,33420,41.2,44.8,839,7.9,-72,-0.6
2016-09,2016,September,Less than High School Diploma,10690,33824,41.2,45.1,932,8.7,93,0.8
2017-09,2017,September,Less than High School Diploma,10497,34320,42.8,45.9,706,6.7,-226,-2
2018-09,2018,September,Less than High School Diploma,10170,34949,43.3,46,579,5.7,-127,-1
2019-09,2019,September,Less than High School Diploma,9906,35155,43.6,45.9,481,4.9,-98,-0.8
2020-09,2020,September,Less than High School Diploma,8844,32002,39.1,43.7,934,10.6,453,5.7
2021-09,2021,September,Less than High School Diploma,9160,33078,42,45.4,699,7.6,-235,-3
2022-09,2022,September,Less than High School Diploma,8990,33975,43.1,45.7,499,5.5,-200,-2.1
1993-10,1993,October,Less than High School Diploma,12461,35633,36.5,40.8,1332,10.7,833,5.2
1994-10,1994,October,Less than High School Diploma,12393,35156,36.8,40.8,1201,9.7,-131,-1
1995-10,1995,October,Less than High School Diploma,12119,34893,37.2,40.9,1103,9.1,-98,-0.6
1996-10,1996,October,Less than High School Diploma,12307,35633,38.4,41.7,963,7.8,-140,-1.3
1997-10,1997,October,Less than High School Diploma,12439,36231,39.5,42.8,969,7.8,6,0
1998-10,1998,October,Less than High School Diploma,12294,36119,39.9,42.8,850,6.9,-119,-0.9
1999-10,1999,October,Less than High School Diploma,12183,35925,40.3,43.1,809,6.6,-41,-0.3
2000-10,2000,October,Less than High School Diploma,12711,36241,41.4,44.3,820,6.4,11,-0.2
2001-10,2001,October,Less than High School Diploma,12634,35692,41.4,44.8,966,7.6,146,1.2
2002-10,2002,October,Less than High School Diploma,12469,36116,41,44.9,1080,8.7,114,1.1
2003-10,2003,October,Less than High School Diploma,12721,35845,41.7,45.9,1144,9,64,0.3
2004-10,2004,October,Less than High School Diploma,12580,35829,41.5,45.3,1057,8.4,-87,-0.6
2005-10,2005,October,Less than High School Diploma,12542,36553,42.2,45.5,917,7.3,-140,-1.1
2006-10,2006,October,Less than High School Diploma,12756,36818,43.9,46.6,741,5.8,-176,-1.5
2007-10,2007,October,Less than High School Diploma,12080,36746,43.6,47.1,882,7.3,141,1.5
2008-10,2008,October,Less than High School Diploma,12344,36125,43.2,48.2,1269,10.3,387,3
2009-10,2009,October,Less than High School Diploma,12079,33801,39.8,46.9,1833,15.2,564,4.9
2010-10,2010,October,Less than High School Diploma,11732,34120,39.7,46.7,1762,15,-71,-0.2
2011-10,2011,October,Less than High School Diploma,11779,33795,41,47.4,1587,13.5,-175,-1.5
2012-10,2012,October,Less than High School Diploma,11342,33610,40.6,46.2,1371,12.1,-216,-1.4
2013-10,2013,October,Less than High School Diploma,10813,33513,40.1,45,1180,10.9,-191,-1.2
2014-10,2014,October,Less than High School Diploma,10900,34026,41.9,45.6,881,8.1,-299,-2.8
2015-10,2015,October,Less than High School Diploma,10724,33631,42.2,45.7,811,7.6,-70,-0.5
2016-10,2016,October,Less than High School Diploma,10612,34052,41.7,45.1,794,7.5,-17,-0.1
2017-10,2017,October,Less than High School Diploma,10272,34031,43.2,45.9,620,6,-174,-1.5
2018-10,2018,October,Less than High School Diploma,10210,34617,44.7,47.5,603,5.9,-17,-0.1
2019-10,2019,October,Less than High School Diploma,9719,34893,44.3,46.9,543,5.6,-60,-0.3
2020-10,2020,October,Less than High School Diploma,9181,32660,41.6,46.1,899,9.8,356,4.2
2021-10,2021,October,Less than High School Diploma,9048,33535,43.3,46.6,643,7.1,-256,-2.7
2022-10,2022,October,Less than High School Diploma,9141,33692,43.7,46.6,567,6.2,-76,-0.9
1993-11,1993,November,Less than High School Diploma,12260,35590,36.1,40.4,1285,10.5,718,4.3
1994-11,1994,November,Less than High School Diploma,12372,35293,36.8,40.6,1142,9.2,-143,-1.3
1995-11,1995,November,Less than High School Diploma,12159,34979,36.8,40.5,1131,9.3,-11,0.1
1996-11,1996,November,Less than High School Diploma,12443,35615,38.2,41.7,1044,8.4,-87,-0.9
1997-11,1997,November,Less than High School Diploma,12479,36199,39.2,42.3,919,7.4,-125,-1
1998-11,1998,November,Less than High School Diploma,12426,35959,39.7,42.7,885,7.1,-34,-0.3
1999-11,1999,November,Less than High School Diploma,12240,36434,40.6,43.4,786,6.4,-99,-0.7
2000-11,2000,November,Less than High School Diploma,12528,36448,40.9,43.8,818,6.5,32,0.1
2001-11,2001,November,Less than High School Diploma,12532,35494,40.7,44.2,998,8,180,1.5
2002-11,2002,November,Less than High School Diploma,12458,35945,40.6,44.6,1122,9,124,1
2003-11,2003,November,Less than High School Diploma,12705,36299,41.5,45.4,1102,8.7,-20,-0.3
2004-11,2004,November,Less than High School Diploma,12737,35793,41.7,45.3,1021,8,-81,-0.7
2005-11,2005,November,Less than High School Diploma,12600,36449,42.3,45.7,935,7.4,-86,-0.6
2006-11,2006,November,Less than High School Diploma,12695,36842,43.4,46.5,836,6.6,-99,-0.8
2007-11,2007,November,Less than High School Diploma,12198,36925,43.1,46.7,944,7.7,108,1.1
2008-11,2008,November,Less than High School Diploma,12160,35712,42,47.1,1309,10.8,365,3.1
2009-11,2009,November,Less than High School Diploma,11946,34030,39.3,46.1,1762,14.7,453,3.9
2010-11,2010,November,Less than High School Diploma,11749,34014,39.2,46.4,1814,15.4,52,0.7
2011-11,2011,November,Less than High School Diploma,11678,33785,40.8,46.8,1497,12.8,-317,-2.6
2012-11,2012,November,Less than High School Diploma,11050,33765,39.7,45.1,1321,12,-176,-0.8
2013-11,2013,November,Less than High School Diploma,10870,33367,39.6,44.3,1158,10.7,-163,-1.3
2014-11,2014,November,Less than High School Diploma,11081,33422,41.5,45.4,957,8.6,-201,-2.1
2015-11,2015,November,Less than High School Diploma,10908,33401,42.4,45.5,742,6.8,-215,-1.8
2016-11,2016,November,Less than High School Diploma,10554,34057,41.4,44.9,829,7.9,87,1.1
2017-11,2017,November,Less than High School Diploma,10197,34420,42.8,45.2,549,5.4,-280,-2.5
2018-11,2018,November,Less than High School Diploma,10201,34643,44,46.7,597,5.9,48,0.5
2019-11,2019,November,Less than High School Diploma,9728,34857,43.8,46.4,545,5.6,-52,-0.3
2020-11,2020,November,Less than High School Diploma,9371,32513,41.8,46.1,883,9.4,338,3.8
2021-11,2021,November,Less than High School Diploma,8871,33732,43,45.6,506,5.7,-377,-3.7
2022-11,2022,November,Less than High School Diploma,8901,33816,43.5,45.6,395,4.4,-111,-1.3
1993-12,1993,December,Less than High School Diploma,12234,35814,35.9,40.3,1341,11,946,6.6
1994-12,1994,December,Less than High School Diploma,12285,35179,36.9,40.3,1041,8.5,-300,-2.5
1995-12,1995,December,Less than High School Diploma,12144,35048,36.4,40.1,1114,9.2,73,0.7
1996-12,1996,December,Less than High School Diploma,12539,35742,38.1,41.5,1041,8.3,-73,-0.9
1997-12,1997,December,Less than High School Diploma,12541,36287,39.2,42.4,942,7.5,-99,-0.8
1998-12,1998,December,Less than High School Diploma,12571,35861,40.2,43.2,863,6.9,-79,-0.6
1999-12,1999,December,Less than High School Diploma,12031,36006,40.3,42.7,695,5.8,-168,-1.1
2000-12,2000,December,Less than High School Diploma,12285,36459,40.6,43.2,728,5.9,33,0.1
2001-12,2001,December,Less than High School Diploma,12695,35640,40.6,44.3,1049,8.3,321,2.4
2002-12,2002,December,Less than High School Diploma,12501,35856,40.3,44.2,1116,8.9,67,0.6
2003-12,2003,December,Less than High School Diploma,12608,35986,41,44.5,991,7.9,-125,-1
2004-12,2004,December,Less than High School Diploma,12849,35978,41.5,45.2,1035,8.1,44,0.2
2005-12,2005,December,Less than High School Diploma,12458,36318,42.2,45.5,919,7.4,-116,-0.7
2006-12,2006,December,Less than High School Diploma,12769,36637,43.9,47,856,6.7,-63,-0.7
2007-12,2007,December,Less than High School Diploma,12265,36820,42.8,46.4,946,7.7,90,1
2008-12,2008,December,Less than High School Diploma,12091,35578,41.2,46.3,1342,11.1,396,3.4
2009-12,2009,December,Less than High School Diploma,11938,33557,38.6,45.5,1792,15,450,3.9
2010-12,2010,December,Less than High School Diploma,11710,34217,39,45.9,1752,15,-40,0
2011-12,2011,December,Less than High School Diploma,11699,33643,40.4,46.8,1599,13.7,-153,-1.3
2012-12,2012,December,Less than High School Diploma,11164,33727,39.9,45.2,1312,11.8,-287,-1.9
2013-12,2013,December,Less than High School Diploma,10773,33844,39.5,43.8,1058,9.8,-254,-2
2014-12,2014,December,Less than High School Diploma,11042,33444,41.5,45.4,955,8.6,-103,-1.2
2015-12,2015,December,Less than High School Diploma,10837,32876,42.5,45.4,695,6.4,-260,-2.2
2016-12,2016,December,Less than High School Diploma,10427,33813,41.4,44.7,781,7.5,86,1.1
2017-12,2017,December,Less than High School Diploma,10092,34324,41.8,44.6,632,6.3,-149,-1.2
2018-12,2018,December,Less than High School Diploma,10226,34716,43.1,45.9,607,5.9,-25,-0.4
2019-12,2019,December,Less than High School Diploma,9881,34669,43.9,46.4,537,5.4,-70,-0.5
2020-12,2020,December,Less than High School Diploma,9211,32078,40.9,45.4,908,9.9,371,4.5
2021-12,2021,December,Less than High School Diploma,8752,34223,42.6,45,467,5.3,-441,-4.6
2022-12,2022,December,Less than High School Diploma,8885,34339,43.4,45.6,442,5,-25,-0.3
1993-01,1993,January,Other College or Associate Degree,27783,26240,70.9,75,1543,5.6,1101,0.6
1994-01,1994,January,Other College or Associate Degree,29380,27956,72.2,75.9,1424,4.8,-119,-0.8
1995-01,1995,January,Other College or Associate Degree,30638,29427,72.6,75.6,1211,4,-213,-0.8
1996-01,1996,January,Other College or Associate Degree,30748,29537,72.2,75.1,1211,3.9,0,-0.1
1997-01,1997,January,Other College or Associate Degree,31199,30100,73.2,75.8,1099,3.5,-112,-0.4
1998-01,1998,January,Other College or Associate Degree,31354,30344,72.7,75.2,1009,3.2,-90,-0.3
1999-01,1999,January,Other College or Associate Degree,32273,31332,72.6,74.8,941,2.9,-68,-0.3
2000-01,2000,January,Other College or Associate Degree,32738,31877,72,74,862,2.6,-79,-0.3
2001-01,2001,January,Other College or Associate Degree,33352,32361,72.1,74.3,991,3,129,0.4
2002-01,2002,January,Other College or Associate Degree,33719,32286,70.6,73.7,1433,4.3,442,1.3
2003-01,2003,January,Other College or Associate Degree,34283,32655,70,73.5,1628,4.7,195,0.4
2004-01,2004,January,Other College or Associate Degree,33985,32460,69.6,72.9,1524,4.5,-104,-0.2
2005-01,2005,January,Other College or Associate Degree,34535,33122,70,73,1413,4.1,-111,-0.4
2006-01,2006,January,Other College or Associate Degree,35589,34322,70,72.6,1267,3.6,-146,-0.5
